id,type,platform,hurricane,days_from_landfall,source,author,created_date,text
dee_mil_GregDeeOct5_18,post,facebook,Milton,-4,dee,Greg Dee,2024-10-05,"The 11 AM update from the NHC brought in some track changes for tropical storm Milton. Here is what that means for the Florida peninsula. 
#TropicalStormMilton #hurricane #tampabay #tropicalstormmilton #hurricanemilton #florida #milton #tampa"
dee_mil_GregDeeOct5_19,post,facebook,Milton,-4,dee,Greg Dee,2024-10-05,"Milton's rapid intensification is well underway, and the storm is now a Category 1 Hurricane with winds of 80 mph. Next track update comes in around 5 p.m."
dee_mil_GregDeeOct5_20,post,facebook,Milton,-4,dee,Greg Dee,2024-10-05,"Great list to save & keep around for this & all hurricane seasons. 
#tampa #hurricanemilton #milton #hurricane #florida #tampabay #SevereWeatherPreparedness"
dee_mil_GregDeeOct5_21,post,facebook,Milton,-4,dee,Greg Dee,2024-10-05,"Windshield wiper effect in full swing! The models are back south & north now. I’m guessing the NHC will make very little change in the track at the 5 PM update. No one is out of the woods with this storm. Anyone from Cedar Key to Naples is still in the potential path, including Tampa Bay. Be patient & continue your preps as you see necessary. I’ll continue to update you 24/7. #florida #hurricanemilton #hurricane #tampa #tampabay #milton"
dee_mil_GregDeeOct5_22,post,facebook,Milton,-4,dee,Greg Dee,2024-10-05,"The folks at FDOT West Central - Tampa Area have been preparing for the storm all weekend: 
The Howard Frankland Bridge crews have been working around the clock to prepare the project for TS Milton. 
The barges are chained together and then securely anchored to the sea floor. “Barge Island” is almost complete. Once fully complete, there will be 24 cranes, 72 barges and will cover nearly 10 acres."
dee_mil_GregDeeOct5_23,post,facebook,Milton,-4,dee,Greg Dee,2024-10-05,MILTON | Sunday 5 PM update is in. No major changes with this one as some of the models that were trending south earlier are now back north. NHC will be conservative with track changes to keep it consistent. Milton is now stronger with winds of 85 mph and will continue to get stronger through the night. It'll approach the west coast of Florida Wednesday as a major hurricane. No new watches for Florida with this update
dee_mil_GregDeeOct5_24,post,facebook,Milton,-4,dee,Greg Dee,2024-10-05,"NHC at 5pm: Intensity guidance is about as bullish as I've seen in this part of the basin, with
almost everything showing a peak intensity of category 4 or 5 in
the southern Gulf of Mexico in a day or two"
dee_mil_GregDeeOct5_25,post,facebook,Milton,-4,dee,Greg Dee,2024-10-05,"We could have a Cat 4 or 5 in the southern Gulf tomorrow or Tuesday. But the 5 pm update has some hope for the west coast of Florida as Milton approaches. Here's the latest in 90 seconds.  
#milton #tampa #hurricanemilton #tampabay #florida #hurricane"
dee_mil_GregDeeOct5_26,post,facebook,Milton,-4,dee,Greg Dee,2024-10-05,"School closure list due to Hurricane Milton continues to grow. 
What are you doing with your kids?"
dee_mil_GregDeeOct5_27,post,facebook,Milton,-4,dee,Greg Dee,2024-10-05,"SUN OCT 6 | 6 PM UPDATE
Some thoughts this evening before I head to bed:
1.) The NHC track shows little change for our area. Maybe a little farther north inland & a little farther south in the Gulf but the centerline is still about where it was at 11 am. 
2.) The spaghetti plot is now split with some models around the Bay & points north while a group of models is still eyeing Southwest Florida.
3.) The EURO & GFS are also no help with the GFS being back rather far north & the EURO bringing the storm into the Bay. 
4.) I cannot tell you what your area is going to get because I don't know where the eye is going to track since all the models are split. I can only say one thing: everyone in Tampa Bay will get tropical storm winds on Wednesday. I can't be more specific right now.
5.) The intensity forecast is interesting. The models have been so bullish with strengthening the storm to Cat 4 or 5 in the southern Gulf tomorrow & Tuesday that the NHC made a remark about it in their 5 PM update. They have increased the peak intensity to Cat 4 in the Gulf. Milton could even reach Cat 5 briefly. 
Beyond that the forecast is tricky & more optimistic for us. Upper-level winds (shear) will increase & Milton is forecast to weaken quickly as it approaches the west Florida coast. 
The NOAA hi-res HARF model shows Milton as a formidable storm Mon/Tue with a well-defined eye. But when the same system approaches our coast on Wed it looks VERY different. That eye is gone & the storm is lopsided with rain on the north side & dry it on the south & southwest. This would act to spread the winds of the storm over a larger area but also cause them to be overall weaker. The surge would not necessarily act the same way. The NHC will issue their forecast for surge tomorrow or late tonight when watches are posted. 
6.) Overall I can't say that anyone is ""in or out"" of this storm. The model data is not clear, the intensity forecast is complicated, & the shape & size of the storm is in question as it approaches. Hopefully, tomorrow will bring clearer answers. It usually does. 
See you in the AM!"
dee_mil_GregDeeOct5_28,post,facebook,Milton,-4,dee,Greg Dee,2024-10-05,"Evening video update on #HurricaneMilton. This one is longer than 90 seconds to give a bit more detail. It basically covers the long written update in video form. More of these tomorrow as Milton strengthens overnight. Stay tuned! 
#milton #hurricane #tampabay #tampa #florida"
dee_mil_GregDeeOct5_29,post,facebook,Milton,-4,dee,Greg Dee,2024-10-05,Milton still has winds of 85 mph. A new track comes out at 11pm. We'll have it for you. Doubt we see many changes since there is little agreement with the models at this point.
dee_mil_GregDeeOct5_30,post,facebook,Milton,-4,dee,Greg Dee,2024-10-05,"11pm Hurricane Milton Update: Milton still has winds of 85 mph. The NHC predicts this will become a powerful Cat 4 hurricane on Tuesday. The track is ""essentially the same"" although the NHC does slow down the forward speed a bit. The slower it goes, the more time shear will have to weaken it a bit. But so there are no misunderstandings, Milton will be a powerful hurricane when it makes landfall on the West coast of Florida. We'll continue to update overnight as we get new model runs and information."
dee_mil_GregDeeOct5_31,post,facebook,Milton,-4,dee,Greg Dee,2024-10-05,"UPDATE: Milton now has winds of 90 mph. The storm is clearly going through rapid intensification and will likely be a Cat 4 hurricane within 24 hours. It is possible the storm could strengthen to Cat 5 before slowly weakening a bit before making landfall on Wednesday. The official NHC forecast still has Milton a ""Major"" Cat 3 hurricane upon landfall. No track change at 11 as models are still divided on where the storm is going to end up. Updates 24/7."
dee_mil_GregDeeOct6_1,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,Here's what's new overnight. Next update from NHC is 5 am.
dee_mil_GregDeeOct6_2,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,"MILTON | The 5 AM track is in. No major changes here. Milton is now stronger with winds of 100 mph. Continued increase in strength is likely today. Milton will likely reach Cat 4 intensity north of the Yucatan late today or early Tuesday. NHC notes the track of the storm is highly uncertain as it approaches Florida, as is the timing of when exactly that landfall will happen. Added to this, Milton will be entering strong wind shear as it approaches the Florida west coast likely causing some weakening in the system. Despite this, Milton is still likely to be a major hurricane as it makes landfall."
dee_mil_GregDeeOct6_3,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,"Hurricane and surge watches are up! Big update from the NHC this morning. Here's what's new in about 1 min.  
#hurricanemilton #hurricane #tampabay #milton #florida"
dee_mil_GregDeeOct6_4,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,NEW | Hurricane hunter aircraft find Milton stronger. Winds are now at 120 mph. Milton is a dangerous Cat 3 hurricane. A slow motion just south of east continues. No track changes with this update.
dee_mil_GregDeeOct6_5,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,"MON OCT 7 AM UPDATE
Lots of new info from the NHC with this update.
1.) Milton continues to intensify as forecast. It is now a Cat 3 storm. It is a tiny hurricane with a small pin-hole eye. Hurricane-force winds only extend up to 25 miles away from the eye. 
2.) Hurricane watches have been issued for the west coast of Florida. Not everyone in this area will see hurricane conditions. Only those near & south of the eye will actually see hurricane-force winds. Outside of this area most will just see tropical storm winds during the storm, & lots of rain. 
3.) Everyone along the coast is under a surge watch. The surge forecast numbers are BIG. But, unlike Helene, the surge will not impact everyone. The highest suggest will likely only happen in place where & just to the south of, the eye makes landfall. North of the eye the wind will be off-shore pushing the water out into the Gulf & away from the coast. The worst case scenario is a landfall north of the Bay in Pinellas or Pasco Counties. This would cause a record-setting surge in the Bay that could be up to 5 ft. higher than what we saw with Helene. Of course, if the landfall is south of the Bay then the storm could push water out of the Bay & we'd see a reverse surge & a drop in water levels. Unfortunately at this point I cannot say where this point of landfall will be. 
4.) This is not Helene. There is a lot more uncertainty with this track. There will be changes, likely until almost the point of landfall. I understand this is incredibly frustrating & unnerving. I'm with you & feel the same way. There's a lot we don't know about the storm but we have lots of time to prepare. Take the time you need the next 2 days to prepare & plan. If you're in an evacuation zone because of a flood zone, listen to the order. Evacuate. If you're not in an evacuation zone, you're ok to shelter in your home. Be prepared for power loss but you'll most likely be ok. Only mobile & manufactured homes are unsafe. 
More to come soon. 
#milton #hurricanemilton"
dee_mil_GregDeeOct6_6,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,"Milton is now a major Cat 3 hurricane. 
#hurricanemilton #milton #tampabay #florida #tampa #HurricaneMilton"
dee_mil_GregDeeOct6_7,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,Hurricane hunter find Milton stronger. Pressure is dropping fast. Winds now up to 125 mph. Milton will be a Cat 4 storm later today.
dee_mil_GregDeeOct6_8,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,The eye of Hurricane Milton right now is only 12 miles across.
dee_mil_GregDeeOct6_9,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,"With Milton now stronger, the NHC has upped the max intensity forecast to 155 mph near the Yucatan. The track for the next 36 hours has also nudged south. This now shows it's possible for the eye to make landfall in the Yucatan before turning northeast toward Florida."
dee_mil_GregDeeOct6_10,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,"Based on the Mon Oct 7 5am track, strong tropical storm winds won't begin to move in until Wednesday afternoon. The first half of Wednesday will feature some wind and probably a lot of rain but conditions likely won't get bad Wednesday until the evening."
dee_mil_GregDeeOct6_11,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,"It's possible if the center of the storm goes any farther south, it could make a brief landfall in the Yucatan."
dee_mil_GregDeeOct6_12,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,Milton has rapidly intensified to a Cat 4 storm with 150 mph winds. It is still expected to weaken prior to landfall on Wednesday.
dee_mil_GregDeeOct6_13,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,Impressive hi-res satellite image of Cat 4 Milton as it approaches the northern Yucatan. Pressure continues to drop and winds continue to increase
dee_mil_GregDeeOct6_14,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,Mandatory evacuations begin in Hillsborough County at 2:30 PM today for zones A & B along with manufactured & mobile homes.
dee_mil_GregDeeOct6_15,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,Mandatory evacuation orders for Hillsborough county zones A & B along with all manufactured/mobile housing beginning today at 2:30pm.
dee_mil_GregDeeOct6_16,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,Flights after 9am on Tuesday out of Tampa International Airport are cancelled until the airport resumes normal operation after the storm. No way to tell when that would be until the storm moves by
dee_mil_GregDeeOct6_17,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,TPA is closing at 9am for all commercial & cargo flights and will remain closed until it can assess any damage after the storm.
dee_mil_GregDeeOct6_18,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,"Here are the sandbag locations we know of now around Tampa Bay. 
An updated list is available here: https://www.abcactionnews.com/.../sandbag-locations-open..."
dee_mil_GregDeeOct6_19,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,"In-depth update on Milton. This video was recorded prior to the Mon Oct 7 11am update from the NHC. 
#HurricaneMilton #tampabay #tampa #florida"
dee_mil_GregDeeOct6_20,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,"11am Update: Milton continues to rapidly intensify. Likely to become a Cat 5 hurricane, but still forecast to weaken prior to landfall."
dee_mil_GregDeeOct6_21,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,Milton has rapidly intensified to a Category 5 storm.
dee_mil_GregDeeOct6_22,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,"Hurricane Milton is a dangerous and impressive storm. Some weakening before it reaches Florida is still forecast. 
#HurricaneMilton #tampabay #florida #milton #tampa"
dee_mil_GregDeeOct6_23,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,Incredible satellite image over the last 3 hours showing the 12 mile eye of Cat 5 Hurricane Milton developing. The pressure inside the eye continues to drop causing the winds to increase. Winds are at 160 mph and could still go higher.
dee_mil_GregDeeOct6_24,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,"Monday, Oct 7 | 1 PM Update
Wow! What a morning for Milton! 
The storm has gone through the 3rd fastest intensification cycle (by wind speed) ever observed in the Atlantic Basin, only behind Felix (2007) & Wilma (2005). 
1.) Milton is a dangerous Cat 5 hurricane with winds of 160 mph. 
2.) The storm may brush the northern coast of the Yucatan but that will make little difference in its future track or intensity.
3.) Satellite presentation shows an impressive storm with a small pin-hole eye. The hurricane winds only extend 30 miles from the eye.
4.) The track should continue ESE & then turn more E & then ENE as a trough of low pressure approaches Milton from the NW on Tuesday. An increase in forward speed should also begin. Spaghetti plot is south of the NHC track but the NHC says they don't trust this & have maintained a track north of Tampa Bay on Wednesday evening. 
5.) The intensity of the storm over the next 36 hours will mainly be controlled by eyewall replacement cycles. This is the normal life cycle of a hurricane. The eyewall collapses & a new one develops. This can cause the intensity to go down & then come back up once a new eyewall develops. 
6.) As the storm approaches Florida strong upper-level winds will likely begin to impact Milton in a negative way, stretching the storm toward the northeast & gradually weakening it. Just how much it weakens before reaching the west coast of Florida is hard to pin down. It seems likely that Milton will weaken to at least a Cat 3 storm. 
This weakening trend does show up in ALL the model data (included in this post). What is worrying is that this weakening only begins 12-18 hours before landfall making this a very close call for the Florida west coast. 
7.) The surge forecast has not changed. That all these numbers will happen. The forecast is for the worst-case scenario & will only happen at & south of the point of landfall with the highest surges only 20-30 miles south of the eye. North of the eye the surge will be much lower as the winds blow off-shore.
8.) Mon & Tue are perfectly fine days for last-minute preps. There will be some showers around but no severe or dangerous weather. Even Wednesday morning, though wet & rainy, will likely be safe. It's after 2 PM on Wed that conditions will quickly go down-hill, depending on the speed of the storm. As of now, I'd say that 4pm is the cut-off for being out of a safe place on Wednesday. 
PERSONAL NOTE:
Milton needs to be taken seriously. The current forecast is the worst case track for Tampa Bay. A wobble or last-minute turn is still very possible, but it's too close to call so it's absolutely best to act & pretend like the worst will happen & be surprised with something much less. 
PLEASE evacuate if you're told to do so. Places that can flood in this storm will be told to evacuate, & they should. You do not however need to leave the state or even the area. It's ok to be here for the winds (unless you're in a mobile or manufactured home). That means you may only need to travel a couple miles to a shelter or friend's or family house to get into an elevated area away from the water. Please don't stay for this storm if you're told to evacuate. If you're not in an evacuation zone then you can stay & you will be ok. Just remember, following the storm, some areas will see widespread & possibly long-lasting power & water outages."
dee_mil_GregDeeOct6_25,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,Milton explosively intensifies to 175mph winds
dee_mil_GregDeeOct6_26,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,"Hurricane Milton poses a serious threat to Florida. If you are in an evacuation zone, please leave. If you are not in an evacuation zone, you can shelter in place for wind as long as you are not in a mobile or manufactured home. We have plenty of time to prepare and act. Make good use of this time.
#florida #milton #tampabay #HurricaneMilton"
dee_mil_GregDeeOct6_27,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,Hurricane Warnings are now in effect for the entire Bay Area. A Storm Surge Warning is now in effect for our entire coastline. This means hurricane conditions and an 8-12 foot Storm Surge are expected within 36 hours.
dee_mil_GregDeeOct6_28,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,"5pm Hurricane Milton Update: Winds are now an unbelievable 180 mph. Milton is one of the strongest hurricanes ever to form in the Gulf. Hurricane and Storm Surge Warnings are now in effect. The 5pm track really hasn't changed much. There will always be wobbles and slight adjustments, but a track that impacts our area directly is highly likely. Unfortunately, no way to candy coat this.  It's about as bad as it gets. The only favorable scenario is Milton SHOULD weaken due to shear before landfall. NHC has it as a Cat 3 by then. Stay tuned for updates 24/7."
dee_mil_GregDeeOct6_29,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,"People are getting the message! Home Depot plywood line was a circus but that’s a good thing. No panic. No freaking out. Focus, plan & prepare. Stay strong ."
dee_mil_GregDeeOct6_30,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,Uncle. Updated surge numbers from the NHC. They have raised max potential surge from 8-12 feet to 10 to 15 feet. Water will be the biggest threat with this storm. The wind will be weakening somewhat at landfall. The surge levels will be the worst along and just to the South of where the eye makes landfall. Most of the area will see winds of 80-95 mph with a small area near the eye actually getting the max winds.
dee_mil_GregDeeOct6_31,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,"The eye of hurricane Milton, up close, over the last 3 hours. This is as impressive as I've ever seen."
dee_mil_GregDeeOct6_32,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,"Potential impacts broken down from the US National Weather Service Tampa Bay Florida:
POTENTIAL IMPACTS
-----------------
* SURGE:
Prepare for life-threatening surge having possible catastrophic
impacts across Nature Coast, West-Central Florida, and Southwest Florida.
 Potential impacts in this area include:
    - Widespread deep inundation, with storm surge flooding greatly accentuated by powerful battering waves. Structural damage to buildings, with many washing away. Damage greatly compounded from considerable floating debris. Locations may be uninhabitable for an extended period.
    - Near-shore escape routes and secondary roads washed out or severely flooded. Flood control systems and barriers may become stressed.
    - Extreme beach erosion. New shoreline cuts possible.
    - Massive damage to marinas, docks, boardwalks, and piers.
      Numerous small craft broken away from moorings with many lifted onshore and stranded.
* WIND:
Prepare for life-threatening wind having possible devastating impacts across  Nature Coast, West-Central Florida, and Southwest Florida.
Potential impacts in this area include:
    - Structural damage to sturdy buildings, some with complete roof and wall failures. Complete destruction of mobile homes. Damage greatly accentuated by large airborne projectiles. Locations may be uninhabitable for weeks or months.
    - Numerous large trees snapped or uprooted along with fences and roadway signs blown over.
    - Many roads impassable from large debris, and more within urban or heavily wooded places. Many bridges, causeways, and access routes impassable.
    - Widespread power and communications outages.
* FLOODING RAIN:
Prepare for life-threatening rainfall flooding having possible
extensive impacts across Nature Coast, West-Central Florida, and Southwest Florida. Potential impacts include:
    - Major rainfall flooding may prompt many evacuations and rescues.
    - Rivers and tributaries may rapidly overflow their banks in
      multiple places. Small streams, creeks, canals, and ditches may become dangerous rivers. Flood control systems and barriers may become stressed.
    - Flood waters can enter many structures within multiple
      communities, some structures becoming uninhabitable or washed away. Many places where flood waters may cover escape routes.
     - Streets and parking lots become rivers of moving water with
 underpasses submerged. Driving conditions become dangerous. Many road and bridge closures with some weakened or washed out.
* TORNADOES:
Prepare for a tornado event having possible limited impacts across West Central and Southwest Florida. Potential impacts include:
    - The occurrence of isolated tornadoes can hinder the execution of emergency plans during tropical events.
    - A few places may experience tornado damage, along with power & communications disruptions.
    - Locations could realize roofs peeled off buildings, chimneys
      toppled, mobile homes pushed off foundations or overturned,
      large tree tops and branches snapped off, shallow-rooted trees knocked over, moving vehicles blown off roads, and boats pulled from moorings."
dee_mil_GregDeeOct6_33,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,Here’s the latest on Milton as of 6pm Mon evening in 90 seconds. #milton #HurricaneMilton #florida #tampabay #tampa
dee_mil_GregDeeOct6_34,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,"Recon aircraft finds Milton pressure down to 899mb. Eye is only 4 miles across.
It's the 5th lowest Atlantic pressure on record."
dee_mil_GregDeeOct6_35,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,"MILTON MON OCT 7 | EVENING UPDATE
Milton is a powerful Cat 5 hurricane this evening. Though the storm does pose the most serious threat to the Tampa Bay area that we've seen in decades, the storm will not be its current self when it's approaching our coast. 
1.) The latest track from the NHC makes no adjustment in position but does continue to slow the system down with landfall now not expected until maybe 1 am Thursday morning. 
2.) Because Milton is stronger than forecast now, it's going to be stronger at landfall with a Cat 3 intensity expected.
3.) The intensity forecast however is tricky as Milton is still forecast to enter an area of strong wind shear (Strong upper level winds) as it approaches the west coast of Florida 12-18 hours prior to landfall. The storm may look very intense even 24 hours before landfall but should then quickly begin to weaken as it enters this wind shear. The current intensity forecast calls for weakening. The model forecast included with this post has the approximate time of landfall marked. This is only for the Mon Oct 7 pm advisory track. Notice all the models are in weakening mode at this time. Just how much of that will happen will just need to be seen.
4.) It's important to note that not everyone will see hurricane-force winds with this storm. Most of us will see winds of tropical storm strength. The strongest, maximum sustained winds, will only occur within 2-5 miles of the eye. The hurricane force winds will only extend around 45 miles from the eye. Those in the path of these winds will see destructive winds & widespread power outages. This will be in a small swath & most will not be in it. 
5.) The surge forecast has been updated & increased. It is the worst-case scenario & is the biggest threat from Milton because water is more powerful & will occur over a much wider area than the strongest winds. If you are in an evacuation zone & are asked to leave you absolutely need to leave. Please go. Do not stay. You do not need to leave the area. You may just need to travel a couple of miles to a safer location. Don't leave the state. 
6.) You do not need to evacuate for wind unless you live in a mobile or manufactured home. Otherwise, you can shelter in place. Very few, if anyone really, will see winds that are strong enough to cause serious structural damage. Our homes are built for this. 
7.) Check out the graphics for wind arrival times. Tropical storm winds arrive late Wednesday morning but the serious strong winds don't get here until after 4 pm on Wednesday. The strongest hurricane winds arrive late Wednesday evening & Thursday morning (before 3am). The storm will then weaken & winds will go down as it continues to cross the state. The winds will be over for most of us by midday Thursday. 
Tampa Bay, we got this! Focus, plan & act. We still have all day Tuesday to make necessary preps & even the first half of Wednesday, though wet, will not be horrible. We've done this before, we've been here before, & we will be here after the storm, stronger than ever. Protect your family & your property. You know what to do. We'll be fine. This is not our first hurricane. 
See you in the morning!"
dee_mil_GregDeeOct6_36,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,Monday evening Milton forecast & track discussion. One more day to prep. Milton is a serious threat but it's also one we can & know how to prepare for.
dee_mil_GregDeeOct6_37,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,"9pm Milton Update: Pressure is down to 897 making Milton the 5th most intense hurricane ever to form in the Atlantic. The eye is only FOUR miles wide. Hurricane force winds only extend about 25 miles out. As we said yesterday, small storms can rapidly strengthen (and weaken) faster than larger storms. Let's hope when it hits shear in the Northern Gulf later tomorrow the weakening will begin. Updates 24/7."
dee_mil_GregDeeOct6_38,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,Milton DOWN to 165. More than likely going thrown and ERC. (Eyewall Replacement Cycle). The inner eyewall collapses (and weakens the storm temporarily) while the new eyewall forms. It usually expands the wind field and makes the storm larger within 12 -24 hours. We will see. New track our shortly
dee_mil_GregDeeOct6_39,post,facebook,Milton,-3,dee,Greg Dee,2024-10-06,"11pm Hurricane Milton Update: Winds DOWN to 165 mph. This is due to what we call an ERC or Eyewall Replacement Cycle. A second eyewall forms outside the 1st one and the inside eyewall dies. The process temporarily weakens the hurricane. Unfortunately, the key word is temporarily. It expands the wind field and usually regains its strength. Either way, the track is about the same although the NHC insists model trends to the South appear unreliable. We will see. Either way, a destructive hurricane is coming to the West coast of Florida late Wednesday. The ""cone of uncertainty"" is still located between Cedar Key and Ft Myers. Updates 24/7"
dee_mil_GregDeeOct7_1,post,facebook,Milton,-2,dee,Greg Dee,2024-10-07,"Quick update on Milton & any new trends overnight. 
#HurricaneMilton #tampabay #milton #florida #tampa"
dee_mil_GregDeeOct7_2,post,facebook,Milton,-2,dee,Greg Dee,2024-10-07,Tue 5 AM advisory is in. Intensity is the same and the track is basically where it was before with maybe a tiny nudge south though I wouldn't read too much into it. Timing is also adjusted now indicating landfall early Thu morning.
dee_mil_GregDeeOct7_3,post,facebook,Milton,-2,dee,Greg Dee,2024-10-07,"The Tue Oct 8 5 AM update is in. Here's what's new in less than 90 seconds. 
#tampa #HurricaneMilton #milton #tampabay #florida"
dee_mil_GregDeeOct7_4,post,facebook,Milton,-2,dee,Greg Dee,2024-10-07,"TUE OCT 8 AM MILTON UPDATE
Not many changes here. Here's what's new.
1.) Milton is going through an eyewall replacement cycle. The eyewall will rebuild today. This is a normal part of strong hurricanes & causes changes in intensity up or down.
2.) Milton has begun slowly moving north of east as forecast. Official movement is ENE as it makes a slow turn toward Florida. 
3.) NHC keeps the landfall intensity at Cat 3. There is a TON of uncertainty about this part of the storm at landfall. The NHC has admitted they are on the high-end of the intensity forecast. This is the right way to do it. Prepare for a stronger storm & get surprised by a weaker one. That keeps more people safe. Most models drop this to a strong Cat 2 or even a Cat 1 at landfall. It's definitely possible. 
4.) Landfall time keeps jumping around. Last night it was late Wed now it's early Thursday. Either way, it looks like the two hours around midnight Wed into Thursday is the best guess at the landfall time.
You have all day today to prepare. There will be some rain around this afternoon but nothing severe. There is still plenty of time to secure your property. For those in evacuation zones who were called to leave, you have the time to do it today. 
Even tomorrow won't be horrible. There will be more rain, & maybe some isolated tornadoes, but the hurricane winds & stronger rain bands likely won't begin to impact us until after 4pm on Wednesday.
We got this Tampa Bay! Focus, plan, act! We've gone through these before. Plan for tree damage & power outages that could last past the weekend for many. The recovery for some will take time, but we will recover. 
More updates throughout the day."
dee_mil_GregDeeOct7_5,post,facebook,Milton,-2,dee,Greg Dee,2024-10-07,Milton continues to drift north of east as a strong Cat 4 hurricane. Indications are it is building a new eyewall. When this is done it could again gain strength.
dee_mil_GregDeeOct7_6,post,facebook,Milton,-2,dee,Greg Dee,2024-10-07,Milton continues to show fluctuations in intensity. Winds are at 145 mph with a pressure that's up a bit since the last update. No changes in track.
dee_mil_GregDeeOct7_7,post,facebook,Milton,-2,dee,Greg Dee,2024-10-07,"By far, the biggest impact the most people will see from Milton is power outages. This will be a HUGE power disruption event and some may not have power for days following the storm."
dee_mil_GregDeeOct7_8,post,facebook,Milton,-2,dee,Greg Dee,2024-10-07,"Winds are Milton are down, pressure is up.  What’s going on? Here’s a quick 90 second update.  
#HurricaneMilton #tampabay #milton #tampa #florida"
dee_mil_GregDeeOct7_9,post,facebook,Milton,-2,dee,Greg Dee,2024-10-07,Is this you right now?
dee_mil_GregDeeOct7_10,post,facebook,Milton,-2,dee,Greg Dee,2024-10-07,11am Update: Milton now at 150 mph winds. Intensity will continue to fluctuate through the day.
