id,type,platform,hurricane,days_from_landfall,source,author,created_date,text,vader_neg,vader_neu,vader_pos,vader_compound,vader_label,roberta_neg,roberta_neu,roberta_pos,roberta_truncated,roberta_label
phi_mil_48_c093,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Port St. Lucie will be affected in this?,0.186,0.814,0.0,-0.1531,negative,0.13164918,0.8584741,0.00987673,False,NEUTRAL
phi_mil_48_c094,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Always at night! Nothing scarier then high winds at night when you can’t see what’s happening,0.0,1.0,0.0,0.0,neutral,0.833742,0.14722435,0.019033603,False,NEG
phi_mil_48_c095,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,I know! I was almost excited it was going to be a daylight one. Of course now it's coming in the dark.,0.0,0.897,0.103,0.3397,positive,0.38087526,0.38375852,0.23536628,False,NEUTRAL
phi_mil_48_c096,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"What Cat is this? Denis’ maps say cat 1 at landfall, but other news sources are showing a cat 3. Like which is it?",0.0,0.864,0.136,0.5588,positive,0.101850286,0.8702434,0.02790636,False,NEUTRAL
phi_mil_48_c097,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"cat 3 at landfall, weakening to a cat 1 based on the time stamps of the map.
Imagine if there was a number on the map for every hour, it would be a 3 on the coast, then a 2, then a 1. The map can't support too many time stamps so they are 12 hour apart.",0.076,0.902,0.022,-0.5037,negative,0.17327242,0.79483116,0.031896513,False,NEUTRAL
phi_mil_48_c098,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"Denis Phillips is the one to go by . Just gives us the facts, no hype.",0.128,0.872,0.0,-0.296,negative,0.06788759,0.75162286,0.18048957,False,NEUTRAL
phi_mil_48_c099,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"Assuming it's going to hit landfall in the Sarasota area, what can the areas north of there (Pasco Hernando etc) expect to see?",0.0,1.0,0.0,0.0,neutral,0.036763284,0.94142616,0.021810578,False,NEUTRAL
phi_mil_48_c100,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,wind and rain. No storm surge. Probably low cat 1 winds or high tropical storm winds,0.235,0.765,0.0,-0.5106,negative,0.09628913,0.71117216,0.19253871,False,NEUTRAL
phi_mil_48_c101,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"Hello, I'm new here. Where will the direct landfall be? Manatee or Sarasota County...I'm seeing so many different areas, it's confusing.",0.087,0.913,0.0,-0.2263,negative,0.44911838,0.52686894,0.024012666,False,NEUTRAL
phi_mil_48_c102,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"In 27 years, at least 3 hurricanes were supposed to hit Sarasota and at the 11th hour, they all turned south....1 hit Port Charlotte, and the other Fort Myers Beach...can't remember the 3rd one...",0.0,1.0,0.0,0.0,neutral,0.22121425,0.7324465,0.046339273,False,NEUTRAL
phi_mil_48_c103,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,we don’t know this yet unfortunately. It’s a waiting game right now.,0.179,0.821,0.0,-0.34,negative,0.7490475,0.24088211,0.010070321,False,NEG
phi_mil_48_c104,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,no answer yet. Lots of factors. Keep watching Denis he is the best.,0.126,0.632,0.241,0.4588,positive,0.02746473,0.19829687,0.77423835,False,POS
phi_mil_48_c105,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,No one know.,0.524,0.476,0.0,-0.296,negative,0.19778976,0.7190022,0.08320805,False,NEUTRAL
phi_mil_48_c106,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"looks closer to St Pete, Manatee county right now?",0.0,1.0,0.0,0.0,neutral,0.012971924,0.9647052,0.022322789,False,NEUTRAL
phi_mil_48_c107,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,A little confused this graphic appears that the strongest winds will be 58-73 mph rather than cat 3 winds? Is this correct?,0.079,0.792,0.129,0.3078,positive,0.31643975,0.670194,0.01336632,False,NEUTRAL
phi_mil_48_c108,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,that’s before landfall ~ he said last night that it will be red in the middle at landfall. Hurricane force winds extend a certain amount and the worst is about 10 miles from the eye,0.103,0.802,0.095,-0.3182,negative,0.4343248,0.5365087,0.029166535,False,NEUTRAL
phi_mil_48_c109,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Has a storm ever came from the west straight over like this?? Can’t seem to find out on Google,0.0,0.781,0.219,0.5803,positive,0.18604773,0.7746792,0.03927317,False,NEUTRAL
phi_mil_48_c110,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,another weatherman said that there were a couple in the 1850s.,0.0,1.0,0.0,0.0,neutral,0.015671972,0.9424996,0.041828476,False,NEUTRAL
phi_mil_48_c111,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Why is it always at night time,0.0,1.0,0.0,0.0,neutral,0.6070295,0.37438035,0.018590141,False,NEG
phi_mil_48_c112,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,I was just wondering the same thing.,0.0,1.0,0.0,0.0,neutral,0.3413931,0.57992893,0.07867791,False,NEUTRAL
phi_mil_48_c113,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,right!,0.0,1.0,0.0,0.0,neutral,0.03210814,0.4352303,0.5326615,False,POS
phi_mil_48_c114,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Are these sustained winds or gust,0.0,1.0,0.0,0.0,neutral,0.05897737,0.88840395,0.052618697,False,NEUTRAL
phi_mil_48_c115,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,I am not game with this area of Florida. I have a granddaughter and great grandchildren who recently moved to Sun City Center. What is expected there?,0.0,0.864,0.136,0.6249,positive,0.6860322,0.29846808,0.015499707,False,NEG
phi_mil_48_c116,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Most of SCC is in a no evacuation zone (but not all) - Google the the Hillsborough evacuation zone map and plug in the house address. I've lived here 26 years and have weathered many storms with little damage but depends on your area of SCC. Power outage probably likely (we have underground utilities but infrastructure is old <sigh> so lose power frequently). We've prepared but I'm not panicking yet. Never have had a storm coming from this direction that I remember.,0.11,0.819,0.071,-0.6796,negative,0.09250611,0.8218299,0.085663944,False,NEUTRAL
phi_mil_48_c117,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Is this sustained or gusts?,0.0,1.0,0.0,0.0,neutral,0.07992778,0.88857657,0.03149567,False,NEUTRAL
phi_mil_48_c118,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Will we be safe if we go to Luts rather than Bradenton? Not sure how far North to go?,0.088,0.765,0.147,0.3178,positive,0.2307037,0.7521738,0.017122518,False,NEUTRAL
phi_mil_48_c119,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,don't come to bradenton it's coming right at us at the moment,0.0,1.0,0.0,0.0,neutral,0.8076742,0.18034992,0.011975898,False,NEG
phi_mil_48_c120,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,What about Winter Haven?,0.0,1.0,0.0,0.0,neutral,0.01985177,0.9564581,0.0236901,False,NEUTRAL
phi_mil_48_c121,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,in was just about to ask. Over here near Spirit Lake.,0.0,0.855,0.145,0.1779,positive,0.014796774,0.87326115,0.11194198,False,NEUTRAL
phi_mil_48_c122,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,showing cat 1 right now,0.0,1.0,0.0,0.0,neutral,0.011088553,0.92367613,0.06523519,False,NEUTRAL
phi_mil_48_c123,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"Hernando County in Spring Hill, I am concerned about the winds? Any idea what to expect inland?",0.0,1.0,0.0,0.0,neutral,0.63941413,0.34965456,0.010931284,False,NEG
phi_mil_48_c124,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,How’s St Augustine looking?,0.0,1.0,0.0,0.0,neutral,0.040403876,0.9114437,0.04815238,False,NEUTRAL
phi_mil_48_c125,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,wondering too. I would imagine we see rain I guess Thursday? They might not know until it gets closer,0.0,1.0,0.0,0.0,neutral,0.19287686,0.77766263,0.029460497,False,NEUTRAL
phi_mil_48_c126,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,should be ok,0.0,0.476,0.524,0.296,positive,0.04771521,0.51681286,0.43547192,False,NEUTRAL
phi_mil_48_c127,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Ugh. I was really hoping it would make landfall during the day.,0.176,0.629,0.195,0.0754,positive,0.8530966,0.13491087,0.011992569,False,NEG
phi_mil_48_c128,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,I sure hope Walmart closes Wednesday night otherwise I'm gonna be alone,0.123,0.556,0.321,0.4939,positive,0.7579536,0.20378473,0.038261674,False,NEG
phi_mil_48_c129,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,right? Why always at night?,0.0,1.0,0.0,0.0,neutral,0.28745314,0.6938191,0.018727792,False,NEUTRAL
phi_mil_48_c130,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"I'm so confused. This storm is coming at a cat 4 and hitting us at that with the track Wed now maybe Thursday, but I see cat 1 as well so does it hit at the 1 or 4? Now, tropical storm force winds don't arrive until Wednesday night so how is this a cat 4 Wednesday morning? At 8am when it is supposed to arrive. Lol
Someone help my brain.",0.023,0.847,0.13,0.8578,positive,0.43606362,0.5403283,0.023608077,False,NEUTRAL
phi_mil_48_c131,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,they're expecting it to weaken as it approaches land because there is dry air that will be pulled into the storm. Not to mention the fact that storms tend to weaken when they go over land. The last thing that they said was that it's going to be a category 4 offshore but weaken to a category 3 right before landfall. It looks like they're expecting it to become a Cat 1 by the time it gets to the middle of the state and then a low pressure system by the time it hits the Atlantic Ocean,0.121,0.849,0.03,-0.8271,negative,0.3667754,0.61194915,0.021275496,False,NEUTRAL
phi_mil_48_c132,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"I think it's safe to say, who the hell knows at this point. I see the same as you and it is even more stressful trying to track it.",0.221,0.701,0.078,-0.7425,negative,0.7919115,0.185784,0.022304596,False,NEG
phi_mil_48_c133,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,I'm so confused too,0.464,0.536,0.0,-0.3804,negative,0.80343664,0.1856795,0.010883945,False,NEG
phi_mil_48_c134,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,it drops to a cat 1 quickly after landfall.,0.0,1.0,0.0,0.0,neutral,0.19645113,0.77558446,0.027964395,False,NEUTRAL
phi_mil_48_c135,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,yeah I’m lost kuz another news source said it almost at cat 2,0.148,0.71,0.142,-0.0258,neutral,0.45007467,0.533535,0.016390342,False,NEUTRAL
phi_mil_48_c136,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,they changed the landfall to Wednesday evening.,0.0,1.0,0.0,0.0,neutral,0.015175742,0.9549466,0.029877733,False,NEUTRAL
phi_mil_48_c137,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Welcome to Florida,0.0,0.4,0.6,0.4588,positive,0.009396456,0.23398803,0.75661546,False,POS
phi_mil_48_c138,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Gettysburg is probably safe,0.0,0.508,0.492,0.4404,positive,0.02825465,0.5143986,0.45734674,False,NEUTRAL
phi_mil_48_c139,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"Here is the map from Ian. Ian came in as a 4, declined gradually to 3, 2, 1 as it crossed the state. Milton is a bit different, it is tiny compared to Ian and there is a lot of wind shear, dry air, that will interact with Milton as it approaches the west coast of Florida, slowing it down, elongating it and making the bottom half less organized.",0.0,1.0,0.0,0.0,neutral,0.0596554,0.90572023,0.034624327,False,NEUTRAL
phi_mil_48_c140,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"Denis does a live on Facebook around 7:00 in the evening. He goes into great detail about all of this. If you can, watch it. At the very least, watch the one from last night and it will help to fill in any gaps that you may not understand. Stay safe.",0.042,0.839,0.119,0.6591,positive,0.017752793,0.65688777,0.32535943,False,NEUTRAL
phi_mil_48_c141,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"Why do I see it slightly higher, probably hitting closer toward st pete?",0.0,1.0,0.0,0.0,neutral,0.051405042,0.90152395,0.047071047,False,NEUTRAL
phi_mil_48_c142,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Am I missing something? This image doesn’t align with what you’ve been forecasting that this storm is hitting as a major hurricane. I’m confused,0.178,0.822,0.0,-0.5809,negative,0.75163,0.23862451,0.009745482,False,NEG
phi_mil_48_c143,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Why do they always have to come at night?!,0.0,1.0,0.0,0.0,neutral,0.83158314,0.1569384,0.0114784725,False,NEG
phi_mil_48_c144,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Why does it always have to get bad at night. The sounds are so much worse in the dark.,0.288,0.712,0.0,-0.7832,negative,0.9525258,0.042720363,0.0047538774,False,NEG
phi_mil_48_c145,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,So where’s the nasty storms in this Hurricane at? There’s always a worse side when it comes to the possibility of tornados 👀 I’m in Citrus Co. Inverness to be specific.,0.194,0.806,0.0,-0.7884,negative,0.8680168,0.12205587,0.009927347,False,NEG
phi_mil_48_c146,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Ok thank you all 🙏🏼 I appreciate it!,0.0,0.539,0.461,0.7712,positive,0.0045950618,0.012721381,0.9826835,False,POS
phi_mil_48_c147,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"The upper right quadrant, then, based on the storm's track",0.0,1.0,0.0,0.0,neutral,0.011525451,0.9488665,0.039608005,False,NEUTRAL
phi_mil_48_c148,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,the live broadcast Denis did last night showed the south side breaking down from Shear and most of storm to the north,0.0,1.0,0.0,0.0,neutral,0.023762487,0.93485844,0.04137906,False,NEUTRAL
phi_mil_48_c149,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,what areas will it likely hit then,0.0,1.0,0.0,0.0,neutral,0.15327504,0.8200732,0.026651775,False,NEUTRAL
phi_mil_48_c150,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,south side will be bad going in and north side bad going out.,0.389,0.611,0.0,-0.7906,negative,0.8137489,0.17341036,0.012840778,False,NEG
phi_mil_48_c151,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,I told my husband I was so confused about the dirty side because hurricanes don't come this way. Thank you for asking the question.,0.2,0.714,0.085,-0.5254,negative,0.26261997,0.6247389,0.11264114,False,NEUTRAL
phi_mil_48_c152,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Why do these storms always land at night??????,0.0,1.0,0.0,0.0,neutral,0.89440036,0.09861235,0.0069872933,False,NEG
phi_mil_48_c153,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"I’ve said the same so many times, too!",0.0,1.0,0.0,0.0,neutral,0.062524825,0.39845955,0.5390156,False,POS
phi_mil_48_c154,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,This graphic is confusing to me. Will the shear knock it down from a 4 or 5 to a 1 or 2?,0.083,0.917,0.0,-0.2263,negative,0.5113456,0.47890273,0.009751631,False,NEG
phi_mil_48_c155,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Here is from another channel.,0.0,1.0,0.0,0.0,neutral,0.02544576,0.93861103,0.035943277,False,NEUTRAL
phi_mil_48_c156,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Is you lying 🤥 🤨 it was cold as heck here in largo fl last night,0.274,0.726,0.0,-0.7783,negative,0.87974167,0.1121911,0.008067218,False,NEG
phi_mil_48_c157,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,What are we going to expect 9.9 miles inland in Pasco. Plz just give me worse case senerio. I am planning for the worst and praying for the best bit plz I need to know what to expect . Thank you for all you do,0.126,0.667,0.207,0.3818,positive,0.6337892,0.3095687,0.05664215,False,NEG
phi_mil_48_c158,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Do we have an updated one of these? This is from five hours ago.,0.0,1.0,0.0,0.0,neutral,0.008555151,0.9428211,0.048623804,False,NEUTRAL
phi_mil_48_c159,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Does anyone know how traffic is right now heading towards Georgia,0.0,1.0,0.0,0.0,neutral,0.14674649,0.8395657,0.013687813,False,NEUTRAL
phi_mil_48_c160,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"my husband is in Ocala for work today, he said 75 isn’t too bad. Definitely traffic but still moving",0.107,0.806,0.088,-0.1027,negative,0.03804239,0.4687583,0.49319932,False,POS
phi_mil_48_c161,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,a bit heavy but not terrible yet.,0.0,0.643,0.357,0.5157,positive,0.15818556,0.6329973,0.20881718,False,NEUTRAL
phi_mil_48_c162,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Thanks so much for these updates. You've helped me so much,0.0,0.775,0.225,0.4404,positive,0.003999469,0.013339637,0.98266095,False,POS
phi_mil_48_c163,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,I was hoping to deal with the worst during the day,0.258,0.566,0.176,-0.3182,negative,0.82168424,0.16443285,0.013882924,False,NEG
phi_mil_48_c164,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"So if storm is supposed to hit at cat 3, why no red color in this graph?",0.121,0.879,0.0,-0.296,negative,0.21155307,0.77168393,0.01676308,False,NEUTRAL
phi_mil_48_c165,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,because this is conditions at 4pm Weds. The higher winds won't be here yet.,0.0,1.0,0.0,0.0,neutral,0.13196166,0.80155194,0.066486456,False,NEUTRAL
phi_mil_48_c166,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Has anyone gotten the rain accumulation forecast? I know it’s still a bit early..,0.0,1.0,0.0,0.0,neutral,0.20340455,0.77091676,0.02567876,False,NEUTRAL
phi_mil_48_c167,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Why is the worst always at night?!,0.423,0.577,0.0,-0.6588,negative,0.9273901,0.062495835,0.01011415,False,NEG
phi_mil_48_c168,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"Denis Phillips how far inland is ""safe"" if the storm surge is 12 ft?",0.0,0.818,0.182,0.4404,positive,0.14737228,0.81947964,0.03314811,False,NEUTRAL
phi_mil_48_c169,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,following!,0.0,1.0,0.0,0.0,neutral,0.008926304,0.4066686,0.5844051,False,POS
phi_mil_48_c170,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"this map is very helpful - thank you. i appreciate when you show it in your livestreams. also thank you for continuing to include university of florida in your coverage, even though it is slightly outside of your home range. i live in gainesville and rely on your coverage.",0.0,0.803,0.197,0.8766,positive,0.0035146615,0.02956378,0.9669215,False,POS
phi_mil_48_c171,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,What can we expect for Panama City Beach? No impact?,0.221,0.779,0.0,-0.3736,negative,0.20161681,0.77245104,0.025932167,False,NEUTRAL
phi_mil_48_c172,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,My daughter lives in the Carrollwood of Tampa. Should she be okay?,0.0,0.853,0.147,0.2263,positive,0.09294093,0.8801775,0.026881544,False,NEUTRAL
phi_mil_48_c173,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,we are in Carrollwood near Northdale and Dale Mabry and we are not in an evacuation zone. We are in apartments and we are staying and praying.,0.0,0.912,0.088,0.3612,positive,0.026696702,0.7980944,0.17520887,False,NEUTRAL
phi_mil_48_c174,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,she should be good. No surge there but if she gets flooding from rain she could have that and winds.,0.074,0.835,0.09,0.09,positive,0.09696866,0.73773116,0.16530022,False,NEUTRAL
phi_mil_48_c175,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Why do they always come at night?,0.0,1.0,0.0,0.0,neutral,0.4154018,0.5668106,0.017787535,False,NEUTRAL
phi_mil_48_c176,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"we are in carrollwood! We are on in an evacuation zone, but here is a link to type her address in.",0.0,1.0,0.0,0.0,neutral,0.017332988,0.93267107,0.049995895,False,NEUTRAL
phi_mil_48_c177,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,They should be. I’d wait for 5pm update,0.0,1.0,0.0,0.0,neutral,0.059950083,0.71201164,0.2280382,False,NEUTRAL
phi_mil_48_c178,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"Okay Denis I’m a widow in Valrico. Tell me what to expect. I’m in a middle unit condo with north / south exposure. Not in a flood area, but patio can take on water in a 10-12 inches of rain. What should I expect? I know you can’t answer everyone but if you will answer I’ll spread the word",0.0,0.976,0.024,0.1154,positive,0.13813233,0.8227371,0.039130505,False,NEUTRAL
phi_mil_48_c179,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Thank you Denis Phillips !!! Any storm surge and rain fall amounts listed for our area? I know it will happen but the amount possibility?,0.0,0.889,0.111,0.4563,positive,0.016817827,0.45837662,0.5248056,False,POS
phi_mil_48_c180,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Seems that is always that night please be safe everyone,0.0,0.606,0.394,0.6369,positive,0.28296155,0.5453418,0.17169662,False,NEUTRAL
phi_mil_48_c181,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Would we still get 75 mph winds at a Cat 1 hurricane?,0.0,1.0,0.0,0.0,neutral,0.2175259,0.7440221,0.03845199,False,NEUTRAL
phi_mil_48_c182,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,I don’t understand this graphic. Those aren’t category 2-3 force winds,0.0,1.0,0.0,0.0,neutral,0.84528804,0.14418623,0.0105257295,False,NEG
phi_mil_48_c183,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"I think this is ""pre hurricane"" wind strengths...what to expect wednesday before he arrives.",0.0,1.0,0.0,0.0,neutral,0.09527528,0.85885435,0.04587041,False,NEUTRAL
phi_mil_48_c184,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Oooookay,0.0,1.0,0.0,0.0,neutral,0.032859128,0.59305954,0.37408137,False,NEUTRAL
phi_mil_48_c185,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Will southeast Georgia an hour from Brunswick be effected,0.0,1.0,0.0,0.0,neutral,0.23150535,0.7507194,0.01777519,False,NEUTRAL
phi_mil_48_c186,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,How is this a small hurricane. It looks huge. I have only been here for 2 1/2 years so I know nothing,0.0,0.901,0.099,0.3182,positive,0.7547023,0.20527954,0.040018097,False,NEG
phi_mil_48_c187,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,so when a Hurricane spins it's tightly wound so all the energy is towards the center. That's why the say closest to the eye is the worst. This storm will hit some shear from a cold front also coming down and will be undercutted in the south part so they say. This will create the storm to weaken a bit but also expand because it's spin will get interrupted I guess is the best way to put it.,0.08,0.787,0.133,0.6939,positive,0.71867174,0.26453182,0.01679649,False,NEG
phi_mil_48_c188,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,I have been here since 1988. The worst of the storms 10-15 miles from the eye. Make sure you pay attention where that goes so you can judge what is best. Many times you will get the outer bands of the hurricane which isn’t pleasant but you can make it through. Anything over 100mph might come in short bursts but sustained winds are what you are looking for to know,0.05,0.865,0.085,0.3919,positive,0.32353434,0.5708978,0.10556786,False,NEUTRAL
phi_mil_48_c189,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,What is rule #7,0.0,1.0,0.0,0.0,neutral,0.1855349,0.77638036,0.038084764,False,NEUTRAL
phi_mil_48_c190,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Of course always at night!,0.0,1.0,0.0,0.0,neutral,0.056606345,0.5809424,0.36245126,False,NEUTRAL
phi_mil_48_c191,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Does this mean that if it makes landfall in Tampa my winds in Highpoint/Brooksville will gust at 58-73 mph? My concern is the wind as I live in a manufactured home. I've stayed home for every hurricane so far.,0.0,1.0,0.0,0.0,neutral,0.4584529,0.512013,0.02953404,False,NEUTRAL
phi_mil_48_c192,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Of course the scariest stuff will be at night in the dark.,0.0,1.0,0.0,0.0,neutral,0.79260653,0.19053069,0.016862866,False,NEG
phi_mil_48_c193,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"Why, why are all of these events at night??? Even tornadoes prefer evenings when everyone's sleeping!",0.0,1.0,0.0,0.0,neutral,0.85043675,0.1397451,0.009818168,False,NEG
phi_mil_48_c194,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,"That’s my question, too. Is Denis evacuating?",0.0,1.0,0.0,0.0,neutral,0.07104045,0.90726435,0.021695182,False,NEUTRAL
phi_mil_48_c195,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Why always at night?,0.0,1.0,0.0,0.0,neutral,0.42428243,0.55411965,0.021597913,False,NEUTRAL
phi_mil_48_c196,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,this is why they tell you eggs are bad for you.,0.259,0.741,0.0,-0.5423,negative,0.8776935,0.1130922,0.009214233,False,NEG
phi_mil_48_c197,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,So 8am flight might still go out?,0.0,1.0,0.0,0.0,neutral,0.07096156,0.91295266,0.016085744,False,NEUTRAL
phi_mil_48_c198,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,What winds will we get for pasco?,0.0,1.0,0.0,0.0,neutral,0.058986835,0.9048358,0.036177363,False,NEUTRAL
phi_mil_48_c199,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Desantis just said he doesn't believe the meteorologists.. !!!,0.0,1.0,0.0,0.0,neutral,0.7756118,0.21080111,0.013587048,False,NEG
phi_mil_47_c001,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,yes! I always brew coffee ahead of time. It’s so much easier to just heat it up,0.0,0.712,0.288,0.7245,positive,0.0074184174,0.0895755,0.90300614,False,POS
phi_mil_47_c002,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,100% adopting this,0.0,1.0,0.0,0.0,neutral,0.016069856,0.11791392,0.8660162,False,POS
phi_mil_47_c003,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,starting that coffee now thank you. I remember just wanting to make coffee so bad!,0.236,0.641,0.123,-0.5079,negative,0.022519901,0.13456725,0.84291285,False,POS
phi_mil_47_c004,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,excellent idea!,0.0,0.2,0.8,0.6114,positive,0.005279828,0.0170675,0.97765267,False,POS
phi_mil_47_c005,comment,facebook,Milton,-2,phillips,Denis Phillips,2024-10-07,Thank you for your most valuable information on preparing for these Monstrous Storms and for keeping us updated on their status. Much appreciated,0.0,0.685,0.315,0.8479,positive,0.006980825,0.07910306,0.9139162,False,POS
